transcript_id,time_of_interaction,domain,intent,reason_for_call
7477-4569-7509-1808,2025-11-14 14:41:00,Banking & Finance,Escalation - Repeated Service Failures,Customer Janet Sanchez escalated to supervisor after experiencing multiple failed online transfers and poor service recovery attempts over two weeks.
3690-2080-7352-1584,2025-10-26 11:45:00,E-commerce & Retail,Multiple Issues - Returns & Account Inquiries,"Customer Lisa Anderson reported receiving a damaged product, asked about applying a promotional credit to a new order, and requested tracking information for another shipment."
3673-6451-9198-3863,2025-11-02 03:08:00,Technology Support,Update Failures,"User Kenneth Evans experienced repeated application crashes following a recent software update, preventing access to critical work files."
7096-9078-4281-5083,2025-09-02 10:34:00,Banking & Finance,Escalation - Repeated Service Failures,Customer Lisa Coleman escalated to supervisor after experiencing multiple failed mobile app login and poor service recovery attempts over over two weeks.
4421-4793-2010-8351,2025-06-12 09:12:00,Telecommunications,Escalation - Repeated Service Failures,Customer Benjamin Perry escalated to supervisor after experiencing multiple failed online transfers and poor service recovery attempts over over two weeks.
5580-7039-1290-6605,2025-07-04 18:48:00,Insurance,Business Event - Product Recall,"Customer Joyce Lee called regarding product recall for Series 2000 air fryer due to electrical component defect, requiring safety information and product replacement coordination."
8223-7262-3751-4834,2025-09-26 10:21:00,Healthcare Services,Escalation - Repeated Service Failures,Customer Richard Jackson escalated to supervisor after experiencing multiple failed mobile app login and poor service recovery attempts over several weeks.
4056-8679-7531-3535,2025-02-19 19:35:00,Telecommunications,Escalation - Repeated Service Failures,Customer Kimberly Jimenez escalated to supervisor after experiencing multiple failed bill payments and poor service recovery attempts over over two weeks.
8091-5377-8818-1386,2025-02-04 16:04:00,Healthcare Services,Escalation - Repeated Service Failures,Customer Mary Coleman escalated to supervisor after experiencing multiple failed mobile app login and poor service recovery attempts over three weeks.
3556-1796-2130-5255,2025-02-14 14:03:00,E-commerce & Retail,Multiple Issues - Returns & Account Inquiries,"Customer Justin Reed needed assistance with damaged glass vase return/replacement, account email update, and discount code issue resolution."
6203-7894-9839-1849,2025-11-05 06:41:00,Healthcare Services,Escalation - Medical Error Complaint,Patient Richard Nelson escalated to hospital administration after receiving incorrect medication due to pharmacy dispensing error.
5854-4730-1460-9191,2025-12-13 10:47:00,Insurance,Fraud Alert Investigation,"Customer Peter Collins received fraud alert for unauthorized $892.75 charge in Florida, requiring card cancellation, transaction reversal, and new card issuance."
3148-3044-7113-9480,2025-10-26 03:50:00,Healthcare Services,Appointment Scheduling,"Patient Michael Davis arrived for a scheduled appointment that was not found in the system, requiring immediate investigation and resolution."
6694-5414-6092-7828,2025-05-13 08:26:00,E-commerce & Retail,Escalation - Threat of Legal Action,Customer Nathan Patel threatened legal action after receiving three consecutive defective items despite multiple complaints and promises of resolution.
4971-9699-3530-3323,2025-11-03 06:30:00,Healthcare Services,Appointment Scheduling,"Patient Helen Wright arrived for a scheduled appointment that was not found in the system, requiring immediate investigation and resolution."
4245-3395-3435-4448,2025-12-06 13:28:00,Travel & Hospitality,Reservation Modifications,"Customer Lisa Turner experienced room assignment discrepancy upon check-in due to booking mistake, requiring immediate room reallocation and service recovery."
4715-4873-4921-1775,2025-06-04 11:42:00,E-commerce & Retail,"Multiple Issues - Appointment, Prescription & Insurance","Customer Jennifer Clark rescheduled appointment with Dr. Williams, requested prescription refill, and verified physical therapy insurance coverage."
1592-2984-7820-6849,2025-11-10 16:46:00,Travel & Hospitality,Escalation - Threat of Legal Action,Customer Rachel Morris threatened legal action after receiving three consecutive broken devices despite multiple complaints and promises of resolution.
2892-4301-3619-6813,2025-04-17 09:48:00,Technology Support,Account Access Issues,"Customer Kyle Collins experienced access issues with web portal due to security hold triggered by login details reset, requiring identity verification and manual hold removal."
1924-2667-7484-4807,2025-01-23 08:16:00,Technology Support,Service Interruptions,"Customer Evelyn Stewart experienced cable TV outage for three days due to broadcast system damage, requiring service restoration timeline and temporary workaround solution."
6536-6295-7800-2234,2025-05-02 09:46:00,E-commerce & Retail,Delivery Investigation,"Customer Joyce Ramirez reported a laptop stand showing as delivered but never received, requiring delivery investigation and replacement shipment."
2700-2836-2978-5991,2025-10-27 17:11:00,Travel & Hospitality,"Multiple Issues - Order Status, Billing & Account","Customer Carol Wilson inquired about delayed order 7065090, duplicate charge issue, and requested email address update."
9658-2103-5110-9043,2025-07-05 16:08:00,Healthcare Services,"Multiple Issues - Technical, Plan & Payment","Customer Kevin Clark reported internet disconnecting, requested plan downgrade, and updated payment method."
9101-5477-6386-6727,2025-03-24 11:25:00,E-commerce & Retail,Multiple Issues - Returns & Account Inquiries,"Customer Richard Chavez needed assistance with damaged ceramic bowl set return/replacement, account email update, and discount code issue resolution."
6193-6676-9766-8161,2025-10-13 19:56:00,Banking & Finance,Escalation - Repeated Service Failures,Customer Debra Davis escalated to supervisor after experiencing multiple failed account statements and poor service recovery attempts over over two weeks.
9135-2374-3448-1797,2025-07-22 20:55:00,Healthcare Services,Business Event - System Outage,"Customer Christina Morris contacted support during planned system outage for system optimization, requiring alternative payment processing and service information."
3410-4149-2141-5928,2025-05-24 20:02:00,Insurance,Claim Denials,"Customer Evelyn Gutierrez called regarding denial of MRI scan claim due to pre-authorization timing issues, requiring appeals process initiation and case review."
5780-6506-8284-7747,2025-03-13 14:05:00,E-commerce & Retail,Escalation - Threat of Legal Action,Customer Gregory Martin threatened legal action after receiving three consecutive defective items despite multiple complaints and promises of resolution.
9863-9135-9131-4565,2025-08-21 15:12:00,Travel & Hospitality,Delivery Investigation,"Customer Evelyn Gray reported a bluetooth speaker showing as delivered but never received, requiring delivery investigation and replacement shipment."
9826-8046-5280-3433,2025-03-11 13:07:00,Insurance,Fraud Alert Investigation,"Customer Barbara Nguyen received fraud alert for unauthorized $1,245.00 charge in Texas, requiring card cancellation, transaction reversal, and new card issuance."
3169-6675-2607-3867,2025-04-07 12:58:00,E-commerce & Retail,Multiple Issues - Returns & Account Inquiries,"Customer Anthony Garcia needed assistance with damaged coffee table return/replacement, account email update, and discount code issue resolution."
7463-8559-5709-6666,2025-10-26 09:04:00,Technology Support,"Multiple Issues - Technical, Plan & Payment","Customer Kimberly Davis reported router not working, requested plan downgrade, and updated payment method."
6389-2133-4705-3957,2025-01-12 16:00:00,E-commerce & Retail,Escalation - Threat of Legal Action,Customer Diane Scott threatened legal action after receiving three consecutive broken devices despite multiple complaints and promises of resolution.
6906-5754-3051-6961,2025-01-14 11:09:00,E-commerce & Retail,Escalation - Threat of Legal Action,Customer Steven Vasquez threatened legal action after receiving three consecutive missing itemss despite multiple complaints and promises of resolution.
2508-2921-7136-1365,2025-09-24 09:40:00,Banking & Finance,Escalation - Repeated Service Failures,Customer Walter Mitchell escalated to supervisor after experiencing multiple failed bill payments and poor service recovery attempts over two weeks.
9745-3924-9000-3158,2025-12-08 15:09:00,Banking & Finance,Fraud Alert Investigation,"Customer Edward Young received fraud alert for unauthorized $487.50 charge in Texas, requiring card cancellation, transaction reversal, and new card issuance."
